age,saving,net_worth,tenure,duration,freq,goal,inv_type,risk_score,roi,true_segment
24,38993.12574364412,142755.3356880183,2,15,11,vacation,crypto,23.8,15.29,2
56,24004.70216455408,918401.4589468944,7,60,2,wealth,fd,16.2,7.51,0
54,22046.7372009279,958907.8263070192,8,75,5,wealth,ppf,17.5,8.38,0
48,12564.37308117652,918045.6156265249,6,64,2,retirement,ppf,12.0,7.8,0
55,8259.072889471434,990133.0642796296,10,74,1,retirement,bonds,11.3,8.16,0
26,30906.8848143007,50000.0,5,27,16,wealth,etf,28.2,12.01,2
32,30566.910712750283,878872.3801164902,6,50,4,education,gold,13.2,8.06,1
44,12301.201598453194,1089163.7350384728,9,22,2,retirement,fd,14.9,7.44,0
51,12115.540652384256,1114129.4907836462,0,24,4,retirement,fd,19.2,7.86,0
33,10750.732684274933,152772.84079390753,3,40,9,education,mutual,18.0,10.8,1
54,11875.907111521607,625495.7258154069,8,99,4,retirement,ppf,12.6,8.03,0
51,30847.671811009728,670203.1504974001,3,57,1,wealth,etf,14.7,9.84,1
25,13221.39404622313,246357.0252536052,6,18,12,vacation,crypto,21.8,15.29,2
26,48259.96642165298,293838.69537598395,2,6,18,wealth,stocks,34.8,13.54,2
41,62113.439657254115,1322638.4661088036,12,120,5,wealth,nps,14.1,8.2,3
33,15488.292643720304,292247.83253078087,3,44,7,education,gold,15.8,8.49,1
29,29851.553022888012,167475.9424666785,3,11,20,wealth,etf,35.3,12.76,2
45,38477.690807008286,887613.7086111923,16,49,6,wealth,real_estate,20.6,9.63,3
41,13003.211734228338,1239997.9276217911,13,120,3,emergency,stocks,5.5,10.58,3
26,23151.444180338556,465115.56335741404,3,25,10,wealth,etf,20.2,11.01,1
28,23137.651905609193,217171.40882281688,3,5,18,wealth,crypto,32.4,16.42,2
60,20159.222697343175,803105.7859530142,7,73,7,wealth,bonds,21.6,9.28,0
27,31652.934289443227,403139.5591915517,6,37,2,retirement,mutual,10.8,9.74,1
26,35234.55013757818,258151.98185492697,1,9,15,education,etf,29.3,11.96,2
55,20975.233144624213,486557.24179368996,14,29,4,retirement,bonds,21.0,8.95,0
22,18238.768332590727,416893.3572779895,2,49,5,wealth,gold,10.0,8.0,1
50,25233.003718365395,476391.11037102086,15,68,6,retirement,mutual,18.6,10.53,3
25,15504.052893554042,303870.4117023517,5,33,1,wealth,etf,7.3,9.46,1
32,41364.11482004696,295536.2118504478,2,14,7,wealth,crypto,21.8,14.79,2
26,7469.969190677752,250165.65467935163,3,22,10,wealth,mutual,18.5,10.92,1
41,16737.908526808355,755899.3995114535,10,47,6,retirement,fd,16.9,7.94,0
21,31554.685941651886,266745.2473064264,1,10,17,wealth,stocks,29.6,13.18,2
38,33620.58882209789,310092.5717546358,0,15,11,vacation,stocks,27.3,12.46,2
21,38547.986617783994,113927.01291348219,2,19,9,wealth,crypto,20.0,14.9,2
49,5000.0,411595.55728372827,8,11,2,retirement,fd,16.6,7.53,0
45,11183.704217287415,1318262.9510302134,6,3,5,retirement,fd,20.6,8.03,0
52,13771.284679570279,748078.4527148391,4,55,1,retirement,fd,13.0,7.25,0
30,17795.277179711506,855417.2996106609,8,43,10,wealth,mutual,18.9,10.94,1
35,21246.95316631673,455759.96247709217,7,30,3,education,mutual,13.8,9.99,1
30,42416.821927160505,579555.4502962534,4,26,13,wealth,stocks,27.3,12.66,2
45,16241.10293150168,929012.4941573209,10,35,2,retirement,fd,14.4,7.42,0
29,49782.56105070638,1085819.6036711803,12,79,8,retirement,stocks,16.6,11.63,3
46,44884.37022776634,1594377.0219427235,9,39,7,wealth,nps,23.9,8.9,3
52,43296.27197653817,2072247.774679944,13,3,7,wealth,mutual,29.1,11.16,3
41,51118.18576346237,1670533.2757259654,14,82,4,wealth,nps,15.3,8.16,3
30,41412.16656144541,545845.5256050783,5,20,11,wealth,stocks,25.4,12.37,2
26,47695.528566065506,50000.0,3,11,21,vacation,etf,37.9,13.0,2
49,22737.526006650307,835874.110524246,10,29,1,retirement,bonds,15.8,8.39,0
40,36708.73819400517,50000.0,12,120,4,emergency,stocks,9.4,10.87,3
31,64032.11484475435,2194442.3193774265,13,93,9,wealth,real_estate,18.8,9.84,3
32,14824.647991098218,639106.2776173418,4,6,4,wealth,mutual,15.7,10.18,1
36,35808.91271989372,152087.54278395209,6,62,9,wealth,etf,19.9,10.9,1
25,26846.660180987008,177207.3314792021,2,18,16,wealth,crypto,28.3,16.02,2
24,54268.13549698945,50000.0,1,40,23,vacation,stocks,37.6,14.18,2
45,41461.928031994845,2068952.380917625,12,88,2,wealth,mutual,12.3,9.82,3
38,17270.746213036662,294159.79803769744,2,47,5,education,etf,14.9,10.24,1
55,11936.05654757807,1158971.4504993474,11,47,4,retirement,fd,18.1,7.81,0
47,18854.325969434834,671565.4517102262,11,84,5,retirement,ppf,14.1,8.2,0
53,15240.42473330691,836009.3980154784,12,84,5,retirement,bonds,15.4,8.77,0
31,43052.21365901324,148252.5257064399,3,25,5,wealth,crypto,18.2,14.41,2
35,5015.511860056486,352463.3366078031,5,16,1,wealth,gold,10.7,7.64,1
43,74588.69856670398,1374913.956340044,7,120,4,wealth,mutual,15.0,10.15,3
57,12940.615169387664,598512.9896185845,9,43,5,retirement,ppf,20.4,8.52,0
41,13897.051596353585,345254.14956664783,0,28,8,education,etf,20.8,10.84,1
55,15480.603884704917,747512.0729913774,5,52,4,retirement,ppf,18.0,8.3,0
18,22238.68235640163,631967.9932776688,0,34,12,education,etf,19.2,11.16,1
42,20287.102937750984,392021.1232496576,6,17,5,education,etf,19.4,10.47,1
56,10680.04615160092,990551.5405045908,10,43,6,retirement,ppf,21.0,8.65,0
44,26944.73382128559,491337.6021460798,6,22,13,wealth,etf,30.0,11.8,1
38,34839.92294750946,329262.8480865988,3,40,2,wealth,etf,14.2,9.91,1
43,22752.502464070385,615979.200937718,4,70,7,retirement,ppf,17.1,8.56,0
58,13984.773069785037,327082.3529047252,8,59,2,retirement,ppf,15.6,7.98,0
48,50347.15657004238,881900.7793989356,13,76,7,retirement,mutual,21.5,10.78,3
65,11131.054004482135,983832.1715187709,8,41,2,retirement,fd,19.2,7.66,0
48,12345.015224990912,732570.379432195,9,52,2,retirement,ppf,13.1,7.86,0
35,33953.95934051277,538323.7150242777,4,40,6,education,mutual,17.9,10.5,1
44,23327.372222312883,970694.9237555827,10,51,7,wealth,fd,19.4,8.17,0
55,16995.680571760353,1068477.3130833325,10,50,1,retirement,ppf,14.8,7.84,0
33,42897.33105261984,962338.2911589055,12,64,6,wealth,mutual,16.1,10.4,3
32,40656.69515317989,366636.671710165,3,10,14,vacation,crypto,30.5,15.92,2
30,20388.64338932125,531810.868782684,7,5,11,wealth,mutual,24.2,11.31,1
28,47937.504749537264,257781.89783890313,2,17,10,vacation,etf,24.7,11.24,2
30,37642.27177046159,50000.0,2,12,12,wealth,etf,26.9,11.54,2
33,69191.70349045559,1595308.8594199885,15,82,4,retirement,nps,15.1,8.16,3
37,24511.39462918099,546709.5627011731,8,37,3,wealth,etf,14.1,10.0,1
50,17041.26377857236,773515.3854946236,7,20,5,retirement,ppf,21.1,8.56,0
41,29006.652728033692,478526.82313019363,7,29,8,education,gold,22.6,8.93,1
18,33408.75106111404,50000.0,1,13,14,vacation,crypto,25.1,15.66,2
36,16311.563343055312,252976.6398550824,1,35,13,retirement,mutual,24.9,11.54,1
38,38091.50955360664,988899.6575976278,11,55,7,retirement,real_estate,19.1,9.66,3
39,17339.448359878304,258845.30338092698,1,58,18,wealth,mutual,29.7,12.28,1
28,26716.685201153545,501270.95164725493,3,5,11,vacation,crypto,24.4,15.32,2
36,24013.247487631117,275097.90898228454,2,40,11,wealth,gold,23.0,9.25,1
23,34855.71165304174,321388.7942184948,4,30,11,wealth,stocks,21.5,12.18,2
46,16448.874284482066,1031509.6131945034,7,77,1,retirement,ppf,9.4,7.57,0
24,29660.643309256964,240327.61796014878,1,11,19,wealth,stocks,32.6,13.53,2
44,17394.89912873196,1018288.863091094,9,72,3,wealth,bonds,11.8,8.39,0
30,24364.892604754375,226142.60260227125,4,4,5,wealth,mutual,17.6,10.38,1
50,15888.505004666269,840062.2714346847,3,25,5,retirement,ppf,20.5,8.52,0
27,42105.36680341902,203183.39762513875,1,8,12,education,crypto,27.0,15.55,2
43,18164.659088777553,855007.9759337467,8,68,4,retirement,ppf,13.2,8.06,0
38,33194.382302060214,50000.0,2,23,10,wealth,crypto,25.2,15.26,2
32,59547.85457212585,305273.4560815016,1,11,16,wealth,crypto,35.1,16.36,2
32,32662.717048866143,300407.6306364316,5,48,9,wealth,etf,19.7,10.89,1
26,23106.906376020637,50000.0,3,10,14,vacation,stocks,26.5,12.73,2
34,18271.82828177029,742795.2797709961,7,49,5,retirement,ppf,13.6,8.18,0
49,17649.020889576415,1123604.2500293888,12,49,3,retirement,ppf,15.6,8.08,0
67,12443.921617844075,456096.3820943936,11,70,2,retirement,fd,17.1,7.56,0
38,7216.854132380481,814658.0210977113,9,40,4,retirement,ppf,13.1,8.06,0
44,20838.910308299037,948209.0558848216,5,46,7,retirement,ppf,19.6,8.68,0
25,20507.538029354997,507686.9914432905,5,3,8,wealth,etf,19.4,10.77,1
52,5646.040394870721,659689.6396064325,3,88,5,retirement,fd,13.5,7.68,0
56,67638.60029741251,1319283.063071038,7,120,3,wealth,real_estate,16.9,9.14,3
31,47398.278372357774,168132.2445930416,4,28,18,wealth,crypto,34.0,16.5,2
53,17446.87280613959,328849.8189130469,8,87,5,wealth,ppf,15.4,8.27,0
47,15366.589835942019,431717.65545890224,9,90,5,retirement,fd,13.0,7.65,0
29,19794.72138105293,97494.20694022486,5,32,14,retirement,mutual,24.8,11.64,1
44,16703.47141144003,723757.5279321736,2,46,7,education,gold,19.1,8.66,1
41,14209.960507105054,1284113.3807175942,6,73,4,retirement,fd,11.6,7.48,0
48,16692.48203747207,695404.3596776422,8,60,4,wealth,ppf,15.3,8.16,0
40,26270.04862856059,659174.4518679696,8,81,7,retirement,mutual,15.6,10.48,3
33,32036.980070126545,339959.9908581478,2,3,16,wealth,crypto,32.8,16.24,2
38,21137.379273544655,402901.7998525308,5,26,6,wealth,mutual,18.6,10.53,1
42,50221.42937681017,559292.5101109869,15,120,6,retirement,real_estate,14.1,9.3,3
31,35880.92720144251,476346.8337925018,1,26,8,retirement,etf,20.8,10.84,1
53,15532.151138459485,1531925.7219017819,7,39,1,retirement,fd,15.1,7.36,0
64,11942.410985040258,870135.7735372243,8,56,4,wealth,bonds,19.9,8.9,0
52,7372.374145376306,641414.9954750729,9,65,4,retirement,fd,14.8,7.64,0
24,44383.31042542302,77877.01151035947,5,25,13,vacation,crypto,25.8,15.59,2
37,26109.161469680676,345039.5390494624,3,12,9,wealth,mutual,24.0,11.1,1
28,61891.118674469515,183720.82361527282,4,15,13,wealth,etf,30.2,11.81,2
52,10106.181421088462,200539.79464036773,14,38,4,wealth,fd,17.9,7.8,0
41,41658.77680271968,1238687.1413804167,17,68,4,retirement,real_estate,15.5,9.18,3
32,35092.15402028413,185334.3935554209,1,43,9,wealth,gold,20.5,8.93,1
27,51429.13499315422,134712.77044922474,2,16,16,wealth,etf,32.1,12.2,2
47,19348.0296005283,1426512.4114342183,6,42,2,wealth,bonds,14.7,8.44,0
62,17200.07225026666,749863.4858640765,15,64,5,retirement,ppf,20.4,8.52,0
29,19147.027905917446,1098880.045834142,9,47,9,retirement,fd,17.2,8.26,0
44,33462.56522036774,486768.04428812745,14,60,3,emergency,nps,15.0,8.05,3
24,40524.987798113885,257186.6982743148,1,7,1,wealth,etf,12.8,9.74,2
38,19087.770735814138,93692.93695127137,4,23,8,education,mutual,21.1,10.86,1
44,44331.49650861777,2372026.889416313,10,106,7,wealth,nps,16.5,8.52,3
41,43550.19135572789,747852.4066742051,14,74,5,wealth,mutual,16.3,10.32,3
35,49051.26617021646,1671579.6005000833,13,120,8,retirement,nps,14.2,8.51,3
29,23011.07316986658,206843.47342720814,5,31,10,education,etf,20.5,11.02,1
28,28457.733526074033,396041.1310958584,3,22,7,wealth,etf,18.2,10.61,1
57,17953.274153461545,809601.24471973,6,77,3,wealth,fd,15.2,7.56,0
55,17362.987412065217,1291735.0416332202,3,74,2,wealth,ppf,13.7,7.88,0
29,35826.87359745167,390441.9893899764,1,13,15,wealth,crypto,29.9,16.0,2
38,23854.00317817755,528827.707560563,7,66,4,wealth,bonds,12.6,8.53,0
29,38384.43452554665,139304.22199385805,4,13,17,wealth,crypto,32.6,16.33,2
40,18628.833119493458,782714.3608899243,5,40,4,wealth,fd,15.1,7.66,0
37,58326.70395537832,783964.7661336017,11,84,4,wealth,mutual,14.8,10.14,3
48,38752.32490273457,50000.0,6,52,8,retirement,mutual,23.6,10.98,1
53,7966.694515758889,333231.3061389118,11,78,3,retirement,fd,12.7,7.44,0
30,22680.494205389852,242586.65881045713,5,13,13,education,stocks,26.1,12.6,2
41,44035.343248211306,957522.2275611926,6,120,6,wealth,real_estate,13.0,9.25,3
46,20187.699721289497,1019792.0231646737,0,80,5,retirement,fd,14.3,7.72,0
41,8944.919001187716,994158.7819108223,7,70,2,retirement,fd,8.8,7.14,0
28,54323.51576579445,243992.6643507278,6,13,6,wealth,crypto,21.1,14.66,2
44,27870.20893960978,760750.6045152476,14,89,5,wealth,mutual,13.8,10.19,3
45,14772.06991822251,1171484.9214300907,11,44,3,retirement,fd,14.5,7.52,0
25,16262.867252570135,876342.7063465093,7,43,10,wealth,mutual,17.2,10.86,1
46,41807.10175865449,674339.0928803851,8,93,5,wealth,stocks,15.7,11.28,3
32,21719.204147246586,228191.26646491347,3,14,16,education,crypto,30.1,16.1,2
53,19630.887737658206,1219806.6309758006,10,46,5,wealth,ppf,19.8,8.49,0
24,47263.557860720044,390307.08418648556,3,12,10,vacation,stocks,23.9,12.2,2
26,39030.167176640825,361179.4685344896,2,21,16,wealth,stocks,29.8,13.09,2
33,43478.06556256703,276427.0345894529,6,19,23,education,crypto,41.0,17.35,2
23,23738.39473110698,106134.04344023355,1,25,19,wealth,stocks,30.2,13.41,2
61,18163.909330531424,703509.4846347852,4,31,3,wealth,bonds,21.1,8.86,0
25,32432.882403786014,231131.34423331128,4,19,19,education,stocks,32.5,13.52,2
30,31334.87448310454,558920.0765890423,5,56,8,education,mutual,16.9,10.64,1
32,42580.71849508282,1390168.3251579413,16,116,8,retirement,nps,12.9,8.44,3
38,21321.88307335619,367916.1236049305,3,45,8,retirement,etf,19.2,10.76,1
41,26968.66892253127,74599.01582665025,4,25,13,wealth,mutual,28.8,11.74,1
31,45157.319740108134,1439755.2814706517,12,120,6,wealth,mutual,10.1,10.1,3
33,32568.730724983114,181846.84534856534,4,14,12,vacation,stocks,27.0,12.55,2
23,44961.936468155654,223601.98515096164,3,13,13,wealth,stocks,26.8,12.64,2
33,27592.571517453354,268205.6594625162,0,16,17,wealth,stocks,32.1,13.3,2
46,15955.495340099516,1098814.305741745,7,93,1,retirement,ppf,7.7,7.48,0
39,39621.862086560854,1869259.7542906362,10,98,6,retirement,mutual,14.1,10.3,3
19,35567.58491754474,61647.30064071232,4,19,15,education,stocks,26.2,12.81,2
34,24240.9735122337,52033.92513511301,2,28,13,vacation,stocks,26.0,12.6,2
48,17067.174516118503,1132454.8450212548,6,36,2,retirement,bonds,15.3,8.46,0
38,15584.303097840255,139682.40343933375,5,41,8,wealth,etf,18.8,10.74,1
20,32125.329692754807,384849.2907821996,4,13,17,wealth,stocks,29.1,13.16,2
46,25650.22737644959,268662.1308745174,4,38,11,education,mutual,26.4,11.42,1
41,19355.623517158463,1144629.710111631,0,67,2,retirement,fd,10.4,7.22,0
39,29150.969443520975,189232.9009271309,2,40,1,wealth,gold,12.5,7.72,1
30,14795.209188631416,149199.64191743635,1,15,22,vacation,etf,35.7,12.98,2
37,18716.320470113576,924139.7292354495,9,56,6,wealth,ppf,15.0,8.35,0
56,13636.382151261647,804673.7142744403,9,89,2,retirement,ppf,12.0,7.8,0
18,36027.757019692035,266371.3903344466,4,49,9,wealth,gold,15.8,8.69,1
57,11345.349800290405,315931.5806369777,10,70,2,wealth,bonds,13.9,8.4,0
18,32024.549512065325,275285.0350551008,1,33,11,wealth,stocks,19.3,12.06,2
36,35534.62598685382,346280.0812527149,3,7,11,education,crypto,27.7,15.48,2
44,79111.4035371486,1504954.561327322,7,120,4,retirement,mutual,15.9,10.2,3
26,38436.64092746468,151307.0488403088,4,16,10,wealth,stocks,23.0,12.15,2
45,57572.65829399157,2621296.8640052294,7,66,5,retirement,stocks,20.1,11.5,3
30,49006.612799652474,386424.03399902413,0,6,16,wealth,stocks,33.7,13.28,2
54,10845.249417944811,639429.4365318296,12,78,1,retirement,bonds,11.0,8.15,0
41,16216.69724661346,806381.4730208186,7,46,1,retirement,ppf,10.9,7.64,0
20,22779.645949475587,605888.1111854081,11,37,10,education,mutual,17.1,10.86,1
46,28161.910324186952,437107.6943926384,12,67,3,retirement,ppf,14.2,8.01,0
24,25121.463540323464,151550.69329015416,6,34,6,wealth,mutual,14.1,10.3,1
45,20543.517902914537,573974.6388961449,7,80,4,wealth,fd,12.9,7.54,0
42,28889.47833249551,447925.5036477996,7,28,9,education,gold,24.2,9.11,1
40,30275.609928908892,247162.64267243072,5,17,4,education,mutual,18.9,10.34,1
39,52334.84295990068,544543.9964639201,15,52,5,retirement,stocks,19.0,11.45,3
23,46436.113978568595,356819.0360723379,3,14,16,education,stocks,30.5,13.12,2
65,18213.61379933772,758463.2048048679,7,61,2,retirement,ppf,18.1,8.1,0
31,36219.5606424011,50000.0,4,15,16,wealth,crypto,31.5,16.18,2
43,46973.27460266244,1428249.017625323,3,89,7,emergency,real_estate,18.3,9.62,3
23,21521.659389495468,225496.1809623904,2,23,13,education,stocks,22.9,12.44,2
36,7574.309442148558,130045.3861237538,5,44,7,education,etf,15.7,10.48,1
44,29682.395492130705,878421.9270547985,8,55,10,education,mutual,23.4,11.17,1
33,19136.248807009928,483167.3672572121,5,58,4,wealth,etf,11.3,9.96,1
47,65426.41370010335,1016698.7150806279,12,94,6,retirement,real_estate,20.1,9.6,3
38,13021.938838570843,73597.02299471654,4,34,11,retirement,mutual,22.8,11.24,1
34,24153.449940018418,160209.7204012248,4,32,8,education,mutual,19.6,10.78,1
38,18245.40770253543,311948.1591227199,6,41,7,education,gold,18.0,8.6,1
23,31398.4545580616,108136.56636486977,2,13,12,wealth,crypto,23.9,15.4,2
20,34544.90356680822,50000.0,6,55,6,retirement,mutual,12.0,10.2,1
31,34001.93873678456,354059.06403095264,1,28,20,wealth,stocks,34.8,13.74,2
40,43798.151809070696,228533.48327673407,0,11,10,wealth,crypto,28.4,15.42,2
23,35982.132014354465,192513.4650438257,1,16,16,wealth,crypto,29.0,16.05,2
32,35341.962316145655,99425.87826352211,4,48,2,wealth,mutual,11.6,9.78,1
61,8103.403859927364,388429.6571205931,7,63,1,wealth,ppf,14.2,7.81,0
30,22596.27241023437,397826.57259300555,2,32,2,education,gold,11.0,7.75,1
30,55126.40611959316,221512.64460222144,4,26,14,wealth,stocks,30.1,12.9,2
47,17357.07778193202,917541.201620764,7,62,3,retirement,ppf,13.7,7.98,0
42,43749.232422500994,679897.2853944686,8,63,13,education,gold,27.4,9.67,1
30,11949.319116663413,917581.7947061369,5,31,5,education,mutual,13.4,10.17,1
40,31174.36941788529,214241.58370950827,7,38,8,wealth,gold,21.7,8.88,1
27,36313.49830664872,277092.243261781,5,3,8,education,mutual,21.9,10.9,1
34,26045.52019571506,192738.15052524593,10,34,6,education,mutual,17.3,10.46,1
32,25321.762010521263,127305.71530998779,2,20,21,education,stocks,36.0,13.9,2
22,49558.150260699076,50000.0,4,6,18,education,crypto,33.8,16.49,2
26,14893.034604510867,372852.2958442889,3,16,13,education,crypto,23.7,15.48,2
31,49478.42868145163,238833.12735690587,4,18,20,wealth,stocks,37.7,13.88,2
46,38478.97547813713,1712443.2163829652,15,82,7,wealth,nps,18.8,8.64,3
39,42507.015124100006,218095.2141340181,1,33,20,wealth,crypto,37.7,16.88,2
46,50477.71560453969,756667.4826578127,12,82,5,wealth,nps,17.9,8.4,3
41,44173.47825401519,2285226.089472278,12,120,5,emergency,stocks,11.8,11.09,3
30,38081.39908789667,185568.16069391315,4,12,11,wealth,etf,25.8,11.39,2
28,25155.049901584203,386425.7236601036,0,28,9,education,etf,19.5,10.88,1
34,20718.770216034645,1055066.5226340478,5,50,7,wealth,fd,16.2,8.01,0
31,22309.823956478824,120050.94208610694,5,15,11,education,crypto,23.8,15.29,2
44,30330.157376348187,571579.7650582686,4,42,8,wealth,gold,22.4,8.92,1
30,19420.088723973167,50000.0,4,18,14,education,stocks,26.4,12.72,2
36,30243.230638801895,173964.25410306331,6,13,8,retirement,etf,22.9,10.94,1
29,21849.55027041539,125644.10801376504,2,17,15,education,stocks,27.7,12.88,2
47,12837.209060901896,1151818.7057778095,5,77,4,wealth,fd,12.8,7.54,0
53,12865.5946502629,936060.290454194,11,71,4,retirement,fd,15.2,7.66,0
30,38335.78928262707,151538.63859844633,3,9,15,education,crypto,30.9,16.05,2
40,23529.168854726322,161918.45286510195,5,38,1,education,etf,12.3,9.72,1
38,45300.207075024155,1160945.4949436053,13,71,6,retirement,nps,17.2,8.46,3
29,29740.24245854209,646744.8556672386,4,49,8,wealth,mutual,17.1,10.66,1
24,51982.45432042188,50000.0,2,15,9,wealth,stocks,23.0,12.05,2
36,27594.721680118946,377039.55024818727,3,25,10,education,mutual,23.7,11.18,1
43,8093.462668556924,1804137.3703260696,14,109,7,retirement,real_estate,11.4,9.27,3
38,27276.50069955447,1080295.973371782,5,42,2,wealth,fd,13.0,7.35,0
52,17919.64092662982,1190522.3868196395,5,55,2,retirement,ppf,14.7,7.94,0
38,31616.923428526145,527521.1624462417,5,57,8,wealth,etf,19.3,10.76,1
29,11474.626979148385,218246.06583840534,8,31,10,education,mutual,19.0,10.95,1
33,44106.97594296351,97991.75760294957,6,61,13,wealth,mutual,24.9,11.54,1
28,30594.704217868293,1573529.4139120616,15,120,4,wealth,stocks,5.0,10.65,3
48,5552.296345272345,994484.1301531577,6,74,4,retirement,fd,12.5,7.52,0
39,53448.760768211476,218586.02247816065,3,29,5,wealth,crypto,21.5,14.58,2
33,21185.28010991427,50000.0,3,10,13,education,stocks,27.1,12.66,2
27,39474.1069838699,346475.9883594747,3,17,9,education,stocks,22.1,12.0,2
37,16678.450241472816,285179.86494328035,5,22,6,education,mutual,18.2,10.51,1
49,13286.562029598255,831260.3311855628,6,53,4,retirement,ppf,15.9,8.2,0
26,31003.42854829373,50000.0,2,22,5,wealth,crypto,15.5,14.28,2
39,20031.464046072204,867335.5455679916,4,59,1,retirement,ppf,9.5,7.57,0
34,32499.8199400554,297967.83726995654,4,23,2,wealth,mutual,14.4,9.92,1
50,15357.831186096962,778519.6221757808,4,66,6,retirement,ppf,17.5,8.48,0
43,21401.80590657439,1846876.5779329801,6,60,6,retirement,nps,16.8,8.44,3
27,37121.14523900316,75489.42573061446,1,26,24,wealth,stocks,38.9,14.34,2
22,28073.61657604717,214489.3338376544,2,58,3,education,etf,7.9,9.7,1
23,21144.38793525387,312978.49245988234,1,14,9,wealth,stocks,18.9,11.84,2
46,29767.388417800186,1930340.1660645686,12,77,3,wealth,nps,13.4,7.97,3
36,32096.638211570295,604611.3110504479,4,36,9,education,mutual,22.0,11.0,1
29,30544.911551955272,50000.0,2,25,11,education,stocks,23.2,12.26,2
51,45462.742391354084,631653.4405395924,11,81,5,wealth,nps,18.9,8.44,3
50,47960.5890815949,963238.3092229012,19,80,7,emergency,real_estate,21.4,9.77,3
38,17862.913906780792,977758.084760355,5,66,3,wealth,fd,10.6,7.33,0
53,19921.611992382917,683546.9544376314,7,60,8,retirement,bonds,22.0,9.4,0
25,33165.7400982293,50000.0,3,18,10,wealth,crypto,21.8,15.09,2
45,16298.61250860741,984055.391819125,6,64,8,retirement,fd,18.7,8.24,0
21,39168.76983721714,211936.9319834841,5,13,13,wealth,crypto,25.5,15.58,2
29,35772.89026918331,98014.11548797529,2,15,19,vacation,stocks,34.5,13.62,2
45,23140.510686242527,1418976.1314898778,18,61,3,wealth,stocks,13.9,11.0,3
38,29957.91027762295,330970.62377239455,3,24,10,education,mutual,24.7,11.24,1
43,20457.53425961231,1056024.6676340923,9,69,5,retirement,bonds,14.6,8.73,0
21,49646.60724717479,500663.4955512756,3,27,7,vacation,crypto,18.2,14.61,2
23,33513.29164117759,217226.76354166295,4,17,13,wealth,crypto,25.0,15.55,2
21,32320.740938800285,356603.7694163569,0,21,16,education,etf,27.4,11.97,2
38,54800.52575693828,1180869.358767922,18,106,5,wealth,stocks,13.7,11.18,3
36,29056.162177082853,162446.95201649462,2,16,8,education,mutual,22.4,10.92,1
61,5000.0,1567459.7857004758,10,46,5,wealth,fd,20.3,8.02,0
41,25605.559520040748,273353.72065700457,7,62,6,retirement,etf,16.5,10.42,1
32,38086.38244908652,255207.0539064425,3,29,8,wealth,etf,21.1,10.86,1
34,38309.86265714779,250811.57470487975,4,44,9,education,mutual,21.4,10.97,1
43,29112.500419398206,420158.2145289613,5,37,5,wealth,etf,18.8,10.44,1
34,8861.289615020709,435982.8739092834,2,43,1,wealth,mutual,8.2,9.51,1
41,29674.513331482478,424695.96183291887,5,37,11,wealth,mutual,25.5,11.38,1
67,20145.778186628217,558897.6296090807,10,35,7,wealth,ppf,27.5,9.07,0
50,21370.90889926654,756955.0078370189,5,18,14,education,etf,32.7,12.04,1
45,35220.71768964922,1278549.325321915,9,19,8,retirement,real_estate,25.6,10.08,3
39,35238.095173973095,607073.835380565,12,69,3,retirement,stocks,12.8,10.94,3
28,46773.79658684424,50000.0,1,10,12,education,stocks,27.6,12.58,2
32,16643.0125399509,80451.99967791839,3,9,19,wealth,stocks,33.6,13.58,2
22,42903.583433486114,368514.0930643643,3,16,14,wealth,crypto,27.2,15.76,2
47,33999.12943628823,1861308.920630386,10,27,6,emergency,stocks,22.8,11.74,3
34,18234.615164047096,585195.0201429233,9,41,7,wealth,etf,16.8,10.54,1
28,34414.81217788262,50000.0,3,19,9,education,crypto,21.6,14.98,2
23,32756.552206023254,527735.4279760602,3,41,11,education,mutual,20.1,11.1,1
52,6106.398755478607,612869.3117912584,8,53,5,retirement,fd,17.1,7.86,0
28,56446.879575256025,305488.0742143921,2,24,20,wealth,crypto,37.1,16.86,2
25,15743.067050293834,541870.5028910635,7,56,8,wealth,gold,13.5,8.48,1
26,22089.274055308884,195310.7878768631,2,15,17,wealth,etf,29.5,12.18,2
29,33601.14384256006,307285.4875836849,4,17,10,wealth,crypto,23.2,15.16,2
47,16237.835849257563,521747.1178248834,5,39,6,wealth,etf,19.4,10.57,1
26,25743.833972235276,277403.3457458621,5,30,11,education,mutual,21.2,11.16,1
23,25025.181815250613,188872.10204028073,7,48,7,retirement,mutual,13.6,10.38,1
18,22211.807626165202,50000.0,3,21,9,education,stocks,16.9,11.74,2
38,43601.09001687353,2171288.5894153155,9,70,8,emergency,real_estate,19.5,9.77,3
27,42574.692283661396,50000.0,3,11,9,education,stocks,23.1,12.06,2
31,30164.701697393546,180755.93502628698,6,68,7,retirement,mutual,14.7,10.44,1
45,34511.33903656387,1607267.7298476622,5,63,6,retirement,real_estate,18.7,9.54,3
41,14079.825636586918,330562.7009775475,7,28,6,wealth,gold,18.5,8.52,1
22,17901.364329153832,355029.3888410296,2,55,6,education,mutual,10.5,10.12,1
39,22970.591379660953,565447.2215314846,5,56,10,wealth,mutual,21.0,11.05,1
45,14589.244108037155,969652.8936894633,6,73,2,wealth,fd,10.4,7.22,0
47,20746.36663142838,850808.2472108233,7,73,4,retirement,fd,14.2,7.61,0
56,5000.0,651873.0250516062,7,53,1,wealth,bonds,13.3,8.26,0
