age,saving,net_worth,tenure,duration,freq,goal,inv_type,risk_score,roi,true_segment,kmeans_cluster,gmm_cluster,dbscan_cluster
68,9409.19717972194,6375289.583760883,14,80,2,retirement,fd,31.9,11.59,0,3,3,2
65,8365.822737863618,5643889.618175475,15,78,2,retirement,ppf,30.4,11.94,0,3,3,4
41,22839.5380689353,2566733.632855521,9,45,11,education,mutual,42.6,17.46,1,2,2,1
46,25884.49206762908,1628914.2830862526,5,45,7,education,mutual,37.7,16.17,1,2,2,1
24,34619.36259405754,1016776.1982769656,0,14,12,wealth,stocks,41.5,19.55,2,0,0,11
66,11868.639822478548,6105641.8461397365,14,74,2,retirement,ppf,32.0,12.1,0,3,3,4
37,27971.700482328368,2435236.985283436,5,42,6,wealth,mutual,31.9,15.39,1,2,2,0
48,40652.119775370775,3727496.115481186,10,115,7,retirement,mutual,34.6,15.86,3,1,1,8
19,31698.917819215192,608958.2713655259,0,19,17,wealth,crypto,47.9,26.19,2,0,0,5
23,33355.17275771673,1342461.298070534,3,8,25,wealth,crypto,67.4,29.74,2,0,0,5
67,9502.617747632909,6234633.794904263,17,78,1,retirement,fd,29.6,11.16,0,3,3,2
51,36383.74540692119,2588340.978030262,11,97,7,retirement,real_estate,37.1,16.11,3,1,1,7
38,27593.174492219998,2673065.1658592457,6,55,9,education,mutual,37.0,16.5,1,2,2,1
28,34269.24093327472,1481010.8476022133,2,8,19,wealth,crypto,58.1,27.61,2,0,0,5
37,26241.262608842164,2191804.225176521,6,55,6,education,mutual,30.2,15.22,1,2,2,1
37,28923.892577648032,1964557.5574605565,7,50,10,education,mutual,39.3,16.93,1,2,2,1
67,12400.82781588885,6007809.166974802,15,83,2,retirement,fd,31.7,11.57,0,3,3,2
61,10384.098232980064,7028271.782414771,10,86,1,retirement,fd,26.0,10.8,0,3,3,2
47,41787.946928116544,4116247.362776888,13,89,6,retirement,real_estate,35.0,15.7,3,1,1,7
49,41187.135848397935,3611275.6628701673,9,101,4,retirement,mutual,30.6,14.86,3,1,1,8
23,37695.77756140124,788860.9840041868,2,11,20,wealth,crypto,57.9,27.79,2,0,0,5
59,10538.253882490217,7140825.918269422,16,81,2,retirement,fd,27.5,11.15,0,3,3,2
24,39466.25707645519,841383.5101489553,1,11,17,vacation,crypto,52.8,26.68,2,0,0,6
28,34072.32638056393,1229403.7526305704,1,12,17,wealth,crypto,53.6,26.76,2,0,0,5
42,25662.525310871057,2567937.7949492214,10,48,9,education,mutual,39.3,16.73,1,2,2,1
40,28888.770129244003,2611192.6294558044,5,53,7,wealth,etf,34.5,15.85,1,2,2,9
52,38038.04330159686,3958500.6786802895,11,99,5,retirement,real_estate,33.7,15.37,3,1,1,7
62,13652.019427093872,5760253.516300378,14,80,2,retirement,fd,29.7,11.37,0,3,3,2
34,23659.06734158188,2642807.6032997123,11,57,13,education,etf,42.0,17.8,1,2,2,3
26,34366.335061327125,635633.0073031927,4,16,21,wealth,crypto,60.3,28.23,2,0,0,5
48,41421.88543956259,3688592.867489032,14,88,5,retirement,mutual,33.5,15.35,3,1,1,8
70,12523.843001427984,6212722.432092086,14,78,2,retirement,ppf,33.7,12.27,0,3,3,4
23,36574.28804461837,950259.9945690972,0,10,17,wealth,stocks,51.8,21.58,2,0,0,11
24,27917.390760310904,1065010.5973328622,1,12,18,wealth,crypto,52.4,26.84,2,0,0,5
26,29271.921475116484,914957.2025337066,1,17,23,wealth,crypto,63.2,28.92,2,0,0,5
52,42404.67271353339,3273925.4072721563,9,103,4,retirement,real_estate,32.2,15.02,3,1,1,7
45,24056.19565767385,2259418.699053199,6,55,4,education,mutual,29.8,14.78,1,2,2,1
21,37052.25337205428,514566.4546568503,2,11,21,wealth,crypto,58.8,28.08,2,0,0,5
62,10819.637313857023,5525541.739587582,15,84,1,retirement,fd,26.8,10.88,0,3,3,2
20,36438.092641121286,1048033.2671918792,0,15,22,vacation,crypto,59.8,28.38,2,0,0,6
48,24944.98580009887,1307911.1495418055,8,60,14,education,etf,51.0,18.9,1,2,2,3
44,21511.86868201672,1908655.6829369443,5,51,6,education,mutual,33.2,15.52,1,2,2,1
44,23436.23557943161,1393954.0255002077,9,53,9,education,mutual,39.4,16.74,1,2,2,1
72,10520.64367754244,5065091.830233918,16,80,2,retirement,gold,34.1,12.81,0,3,3,2
74,10537.184557726514,5383738.342615746,16,79,2,retirement,fd,35.2,11.92,0,3,3,2
65,8056.686530917428,5791045.227117055,12,79,1,retirement,fd,28.2,11.02,0,3,3,2
49,40364.65132676552,3519876.8730025594,10,94,9,retirement,real_estate,41.2,16.92,3,1,1,7
18,38781.04031157655,745037.2224647792,2,12,18,wealth,crypto,51.6,26.76,2,0,0,5
36,28908.785265837432,2054113.003420927,9,52,7,education,mutual,32.6,15.66,1,2,2,1
53,38139.337222384594,3033023.611245281,9,99,4,retirement,real_estate,32.2,15.02,3,1,1,7
18,33351.37377923273,964325.3045570224,1,6,15,vacation,stocks,45.1,20.51,2,0,0,15
35,25428.065236604893,2077468.0073392675,10,54,8,education,mutual,33.2,15.92,1,2,2,1
60,10217.119411553049,6609485.394896831,16,66,1,retirement,fd,27.4,10.94,0,3,3,2
46,22025.99682329725,1950812.421346252,7,46,9,education,mutual,40.8,16.88,1,2,2,1
20,28024.865413018422,625229.3441282102,2,12,19,wealth,crypto,52.4,27.04,2,0,0,5
28,38801.11713395312,957253.3444820326,0,15,15,vacation,crypto,50.3,26.03,2,0,0,6
44,24522.551585386816,1739219.138390646,7,52,11,wealth,mutual,43.7,17.57,1,2,2,0
18,32301.51790257324,620474.3205705299,1,14,19,wealth,crypto,52.1,27.01,2,0,0,5
51,39834.67814202921,4146866.083305266,10,93,5,retirement,real_estate,34.2,15.42,3,1,1,7
18,28481.84280013913,770511.8940674093,3,16,20,wealth,crypto,53.1,27.31,2,0,0,5
68,10777.157209061928,5645210.072625414,16,82,1,retirement,ppf,30.0,11.7,0,3,3,4
38,29687.06352811969,1543205.5717229275,9,46,11,education,mutual,42.3,17.43,1,2,2,1
36,27038.14411903572,2159601.903697541,8,58,6,wealth,etf,29.6,15.16,1,2,2,9
42,20424.44369001341,2165056.5445771865,7,48,8,education,etf,36.3,16.23,1,2,2,3
24,42960.59109527311,1086398.2937281,2,11,21,wealth,crypto,61.5,28.35,2,0,0,5
27,31710.37049091145,1034995.195004682,2,11,20,vacation,crypto,58.7,27.87,2,0,0,6
51,10128.94882962024,7310396.545514988,13,81,1,retirement,gold,21.4,11.34,0,3,3,2
18,37892.64045061981,536199.2367340969,1,7,19,wealth,crypto,53.9,27.19,2,0,0,5
53,33936.0091916069,2858080.515403448,11,98,4,retirement,real_estate,31.5,14.95,3,1,1,7
33,25140.80889524568,1834475.952551241,7,52,8,wealth,mutual,32.3,15.83,1,2,2,0
23,36998.9050919386,953632.354033678,2,14,22,wealth,crypto,61.5,28.55,2,0,0,5
40,20706.657571686235,1876302.436946908,9,49,11,education,mutual,41.2,17.32,1,2,2,1
64,9050.192686754952,5766752.3103859015,15,76,1,retirement,fd,28.2,11.02,0,3,3,2
50,40472.112222495605,2838854.093015312,13,112,7,retirement,etf,35.9,15.99,3,1,1,10
44,29423.492102711545,2038759.1504137255,7,38,9,education,etf,42.1,17.01,1,2,2,3
40,25308.442729465205,1603522.3129501785,9,47,8,education,etf,36.4,16.24,1,2,2,3
20,29619.07019160068,790692.6567861387,1,16,17,wealth,stocks,48.3,21.23,2,0,0,11
46,26298.55120755992,1592820.2215459398,7,55,10,education,mutual,42.8,17.28,1,2,2,1
37,26008.96890796384,1971317.461486013,6,47,8,education,mutual,35.0,16.1,1,2,2,1
48,45553.28199945253,3558054.3607485117,10,93,5,retirement,real_estate,33.8,15.38,3,1,1,7
27,34386.23053073794,1002239.15173751,2,10,20,wealth,crypto,59.4,27.94,2,0,0,5
49,28253.432574571863,1944599.5912240187,11,44,8,education,mutual,41.8,16.78,1,2,2,1
54,7163.268534133937,5832431.109414274,16,73,1,retirement,fd,23.1,10.51,0,3,3,2
46,26932.19476887167,957769.2977245868,8,44,11,wealth,etf,46.0,17.8,1,2,2,9
56,10087.204892744909,6600130.874869415,14,76,1,retirement,gold,24.4,11.64,0,3,3,2
46,21434.845987779787,2225363.980328853,9,42,8,education,mutual,39.1,16.51,1,2,2,1
22,31652.17584120468,816852.3021183899,3,11,23,wealth,crypto,62.2,28.82,2,0,0,5
25,35892.12103034054,879254.8951528359,0,11,17,wealth,crypto,52.6,26.66,2,0,0,5
23,35611.12946840094,1166525.477372162,2,12,26,wealth,stocks,69.4,25.14,2,0,0,11
67,11026.170840194583,6094739.910610541,11,78,1,retirement,fd,29.9,11.19,0,3,3,2
54,45942.87931772981,3119282.5499010887,11,106,4,wealth,mutual,33.6,15.16,3,1,1,16
49,38424.06692823982,3360094.8212957825,11,98,10,wealth,mutual,42.4,17.24,3,1,1,16
40,20733.824508496207,1806017.782048954,8,46,9,education,etf,37.5,16.55,1,2,2,3
35,27318.18513375818,1795002.6436476393,6,51,12,education,mutual,41.9,17.59,1,2,2,1
34,41281.56736135126,1128536.4044680982,4,6,19,wealth,crypto,62.7,28.07,2,0,0,5
23,31266.31493315893,1370408.5837582783,3,14,17,wealth,crypto,50.4,26.44,2,0,0,5
67,8902.550184518077,5952770.642778998,18,76,2,retirement,fd,31.7,11.57,0,3,3,2
34,27265.55492141183,1608233.7047139383,9,56,9,education,mutual,34.9,16.29,1,2,2,1
42,24871.526862773444,2108205.39018656,6,52,6,education,stocks,32.8,17.48,1,2,2,12
55,37235.17900085072,4038077.59001832,10,104,6,retirement,mutual,36.5,15.85,3,1,1,8
50,39870.926792468366,4350984.481955563,8,103,3,retirement,real_estate,28.7,14.47,3,1,1,7
18,39317.1107709861,1038631.3955059332,1,9,19,wealth,stocks,54.0,22.2,2,0,0,11
37,26693.49461214249,1819449.907567463,5,50,12,education,mutual,42.8,17.68,1,2,2,1
27,41682.873184710326,1267799.325680665,1,15,25,wealth,crypto,70.3,30.0,2,0,0,5
53,39438.20501767944,4434859.271200364,12,94,3,retirement,mutual,31.0,14.7,3,1,1,8
25,31204.672513506623,991388.7784898937,2,13,16,wealth,crypto,49.4,26.14,2,0,0,5
65,7479.670469654839,6217987.694750023,16,75,1,retirement,fd,28.5,11.05,0,3,3,2
48,37916.42471798748,3477716.933033369,11,101,6,retirement,real_estate,33.5,15.55,3,1,1,7
45,26146.10111714803,1288718.908973661,8,41,10,education,stocks,43.6,19.36,1,2,2,12
54,12745.69694935306,5951042.376778548,13,68,1,retirement,fd,24.7,10.67,0,3,3,2
45,41786.59855776938,3806092.515824427,10,101,6,retirement,real_estate,32.8,15.48,3,1,1,7
42,23895.82515356896,1550839.537569267,6,51,9,wealth,mutual,38.7,16.67,1,2,2,0
45,26861.50269729749,1840371.7843027627,7,45,11,education,mutual,45.4,17.74,1,2,2,1
49,47033.38877778991,3431034.868642833,7,98,4,retirement,real_estate,32.1,15.01,3,1,1,7
34,31359.894213824537,523574.7654866878,2,10,21,wealth,stocks,64.3,23.63,2,0,0,11
57,43586.25974737523,2797324.061577885,12,94,6,retirement,real_estate,39.8,16.18,3,1,1,7
58,5728.651572042609,5613670.277364588,12,84,2,retirement,gold,25.7,11.97,0,3,3,2
50,37155.56846314206,3848640.910069166,13,103,7,retirement,mutual,36.1,16.01,3,1,1,8
20,39257.82483256254,493677.5775626908,1,14,22,wealth,stocks,60.5,23.45,2,0,0,11
61,12140.300476632856,6385960.077418338,18,81,1,retirement,ppf,26.8,11.38,0,3,3,4
25,37958.88994594971,602234.7769138933,0,12,19,wealth,crypto,56.9,27.49,2,0,0,5
33,26825.474946034235,1942204.8634222285,7,48,6,education,mutual,29.1,15.11,1,2,2,1
45,38492.94350109506,3086890.1831287662,9,103,4,retirement,mutual,27.9,14.59,3,1,1,8
18,27484.5723450274,1288805.475115771,0,8,19,wealth,crypto,51.7,26.97,2,0,0,5
24,41267.91538947997,970794.7017128211,0,13,17,wealth,crypto,53.0,26.7,2,0,0,5
60,6796.068376205663,5301440.907443505,14,81,2,retirement,fd,27.3,11.13,0,3,3,2
66,12437.523703394632,6194579.597833964,13,80,1,retirement,fd,29.5,11.15,0,3,3,2
43,36553.364132644914,3322445.628576068,12,98,3,retirement,real_estate,25.0,14.1,3,1,1,7
37,24832.310600159213,1389754.0279819025,6,51,8,education,etf,34.4,16.04,1,2,2,3
50,40804.21866117219,3398753.997024973,12,102,5,retirement,real_estate,33.0,15.3,3,1,1,7
64,13161.081373136749,5724942.35853173,16,78,1,retirement,fd,28.8,11.08,0,3,3,2
28,38963.2114244914,1776232.3686332372,1,13,16,vacation,stocks,52.5,21.45,2,0,0,15
29,34677.534540739674,1092775.08086573,2,11,20,wealth,crypto,60.3,28.03,2,0,0,5
52,41261.3449463593,3359143.4426806043,10,97,9,wealth,real_estate,42.6,17.06,3,1,1,13
22,37186.01981443365,657109.8404063648,2,10,20,vacation,crypto,57.4,27.74,2,0,0,6
38,19869.474695824618,1765974.7314413602,7,54,8,education,mutual,33.6,15.96,1,2,2,1
57,39462.72505672812,3235709.9104634933,13,104,6,retirement,mutual,38.0,16.0,3,1,1,8
68,3960.9756883583495,5541862.949718137,17,81,2,emergency,fd,30.7,11.47,0,3,3,2
68,8379.495125971238,5816746.489815974,14,71,1,retirement,fd,30.6,11.26,0,3,3,2
40,23201.932884841008,1912819.6375025848,9,45,8,wealth,etf,36.1,16.21,1,2,2,9
41,26884.236090700742,2584272.1328516547,8,52,10,wealth,mutual,40.7,17.07,1,2,2,0
64,7273.651990814379,6794313.464021798,16,72,2,retirement,fd,30.3,11.43,0,3,3,2
75,10177.315181922875,5225519.737473263,16,74,1,retirement,fd,34.1,11.61,0,3,3,2
44,39925.29967264477,2653632.7963288333,10,90,4,retirement,etf,29.0,14.7,3,1,1,10
75,11115.38212145025,7023431.097859779,13,75,1,retirement,gold,34.2,12.62,0,3,3,2
40,23887.68821001847,2378620.5445693894,6,54,7,education,etf,33.4,15.74,1,2,2,3
60,11631.474425078592,5848977.250255068,18,77,1,retirement,ppf,26.6,11.36,0,3,3,4
69,8712.963539239714,6231603.146049562,12,83,2,retirement,fd,31.9,11.59,0,3,3,2
40,20015.257032466023,1979314.8837758915,8,47,10,education,mutual,39.3,16.93,1,2,2,1
69,10978.374260295328,6388703.676382256,12,80,1,retirement,gold,30.7,12.27,0,3,3,2
37,28014.790882203648,1962960.2418926428,7,57,9,education,mutual,36.4,16.44,1,2,2,1
50,45957.07332675674,3317944.6229092134,12,104,5,retirement,real_estate,33.8,15.38,3,1,1,7
50,39387.61336331168,3744137.45437778,13,100,4,retirement,mutual,30.9,14.89,3,1,1,8
34,24612.107628893475,2047007.0476632384,10,58,9,wealth,mutual,34.1,16.21,1,2,2,0
26,33838.786925059234,1231786.89579041,1,11,17,wealth,crypto,52.7,26.67,2,0,0,5
66,7294.659428312931,6055686.300920026,13,73,2,retirement,ppf,31.2,12.02,0,3,3,4
58,35000.31605673628,3762212.972685781,13,96,6,retirement,real_estate,38.4,16.04,3,1,1,7
50,36908.931564914325,3279717.8020243137,12,96,2,wealth,real_estate,26.8,14.08,3,1,1,13
25,35461.74362960525,1438086.32835244,2,8,21,wealth,crypto,60.8,28.28,2,0,0,5
45,24463.879346309517,2541380.624590447,9,64,11,education,stocks,43.0,19.5,1,2,2,12
50,35184.50539328992,2828143.454950976,12,93,6,wealth,real_estate,34.7,15.67,3,1,1,13
56,32518.92952760072,3669312.7463005465,10,83,6,wealth,mutual,38.2,16.02,3,1,1,16
28,31410.82727430312,1130836.926630937,2,10,19,wealth,crypto,57.3,27.53,2,0,0,5
49,41378.77884898344,2762907.6092885737,13,104,6,retirement,mutual,34.4,15.64,3,1,1,8
60,45744.225258315375,3326682.9462981294,14,90,6,retirement,real_estate,42.1,16.41,3,1,1,7
30,36092.35543411956,1365477.376785918,2,9,25,wealth,crypto,71.3,30.0,2,0,0,5
31,37220.68707591465,582105.5146974428,2,13,16,wealth,crypto,53.6,26.56,2,0,0,5
54,43402.654744363324,3445295.054554539,9,98,6,retirement,real_estate,37.9,15.99,3,1,1,7
25,37644.55205335215,1016736.888584966,1,11,25,wealth,stocks,68.9,24.89,2,0,0,11
68,12329.478708914345,5968997.995316984,10,81,1,retirement,fd,30.4,11.24,0,3,3,2
47,22558.55907421321,1903084.760728645,8,43,6,education,etf,35.7,15.77,1,2,2,3
37,26359.11896971617,2787380.515744116,6,47,9,education,mutual,37.1,16.51,1,2,2,1
47,22724.00439537168,3238635.55845702,8,57,10,education,mutual,42.3,17.23,1,2,2,1
32,26867.13735541936,2011426.3051110343,10,47,7,education,mutual,30.7,15.47,1,2,2,1
42,25354.99065669461,1938766.506796138,6,48,11,wealth,mutual,43.3,17.53,1,2,2,0
46,46170.64592192329,2729260.72995316,14,96,5,retirement,mutual,32.6,15.26,3,1,1,8
69,5151.519479454117,6869425.675926666,13,75,1,retirement,ppf,30.0,11.7,0,3,3,4
59,7112.290367732916,6794919.489090342,14,74,1,retirement,fd,25.5,10.75,0,3,3,2
30,34735.441791814104,1219280.6302304734,1,6,16,wealth,crypto,53.3,26.53,2,0,0,5
54,40905.58368152335,3130289.836667936,9,97,4,wealth,real_estate,33.5,15.15,3,1,1,13
25,40602.58674742962,888966.5189732446,1,13,16,wealth,crypto,51.3,26.33,2,0,0,5
62,8336.35558353911,6726308.37274309,17,74,2,retirement,ppf,29.3,11.83,0,3,3,4
52,39124.0046322977,4417456.919910193,15,95,7,wealth,real_estate,38.3,16.23,3,1,1,13
20,37751.066920044905,962986.3268969486,3,6,17,wealth,crypto,51.0,26.5,2,0,0,5
42,39961.21815852993,3275864.19152139,13,100,4,retirement,etf,27.0,14.5,3,1,1,10
41,20668.21323252332,2401325.3251259606,5,53,10,education,mutual,39.3,16.93,1,2,2,1
25,34634.31855212352,1086766.5822749855,0,11,18,wealth,crypto,54.3,27.03,2,0,0,5
40,24840.36269118105,2183790.023587604,6,53,11,education,mutual,41.7,17.37,1,2,2,1
41,26458.861914222685,1418154.1005691355,10,53,9,education,mutual,38.5,16.65,1,2,2,1
33,23651.04941847156,2062436.295382741,10,52,9,education,stocks,34.0,18.2,1,2,2,12
63,12477.892705878874,6067148.248623896,16,78,1,retirement,ppf,28.2,11.52,0,3,3,4
65,10310.38136771796,6568657.271182365,14,76,1,retirement,gold,29.0,12.1,0,3,3,2
23,30314.92715936554,1195115.1074187527,1,9,17,wealth,crypto,50.7,26.47,2,0,0,5
30,39021.64406192972,1331526.7260506332,2,12,23,wealth,crypto,67.6,29.36,2,0,0,5
70,11073.019687140808,5565853.634061817,13,73,1,retirement,fd,31.9,11.39,0,3,3,2
31,31504.868451566705,1616557.822777214,0,9,22,wealth,stocks,64.9,23.89,2,0,0,11
32,36826.56610923178,864448.9815389438,2,14,22,wealth,crypto,66.0,29.0,2,0,0,5
52,24056.668629107116,2125905.0245820656,10,54,8,education,mutual,41.4,16.74,1,2,2,1
25,36014.89801241677,665857.3344957416,3,14,18,wealth,crypto,54.3,27.03,2,0,0,5
43,39170.97996613263,3960254.23526395,9,91,5,retirement,mutual,30.2,15.02,3,1,1,8
57,10851.774412386072,5944245.586428528,16,76,2,retirement,fd,27.1,11.11,0,3,3,2
41,22850.81711889776,1959988.8564234653,6,50,9,wealth,mutual,38.1,16.61,1,2,2,0
26,32125.60639060987,1214566.9804245257,1,18,13,wealth,stocks,43.6,19.96,2,0,0,11
36,21954.122877250556,1501463.8825516503,7,47,9,education,mutual,35.7,16.37,1,2,2,1
70,9539.198571588466,5830438.860364981,13,85,1,retirement,ppf,30.4,11.74,0,3,3,4
69,8092.12116120671,6332463.581150871,15,80,2,retirement,ppf,32.1,12.11,0,3,3,4
39,24201.361148780525,2242494.877398516,6,50,8,wealth,mutual,35.3,16.13,1,2,2,0
58,7406.336104088306,5932751.607799133,10,77,2,retirement,fd,26.8,11.08,0,3,3,2
20,29146.42548597908,527969.5483028458,1,11,21,wealth,stocks,56.7,22.87,2,0,0,11
27,36659.49959635642,1095738.2029207116,0,8,22,wealth,crypto,64.0,28.8,2,0,0,5
40,23208.163192461256,2586950.395331071,7,50,10,education,etf,39.6,16.96,1,2,2,3
36,26716.51939311239,1971746.4081392104,8,46,13,education,stocks,44.7,20.07,1,2,2,12
61,11270.836060418453,6115722.961262786,15,81,2,retirement,fd,28.7,11.27,0,3,3,2
45,35265.42790211501,2474066.1412428278,13,106,2,retirement,mutual,23.0,13.7,3,1,1,8
28,33125.92028295979,974427.1212581622,3,11,21,wealth,crypto,61.5,28.35,2,0,0,5
23,35983.2893067012,1174167.7175219485,2,12,18,wealth,crypto,53.5,26.95,2,0,0,5
25,36146.73927949737,846925.0630814409,1,15,20,wealth,crypto,58.2,27.82,2,0,0,5
55,6810.59386546641,5824039.3410917455,16,82,2,emergency,ppf,24.7,11.37,0,3,3,18
60,44303.19988632345,3876105.864468692,11,98,5,retirement,real_estate,39.1,15.91,3,1,1,7
70,11996.62179629592,6789059.028781092,18,76,1,retirement,fd,31.8,11.38,0,3,3,2
51,43135.842212182055,3024138.2504315013,12,107,4,retirement,real_estate,31.4,14.94,3,1,1,7
37,24627.0971833645,2683883.211470207,8,49,11,education,mutual,40.5,17.25,1,2,2,1
37,25519.20294571166,1422143.4987726342,7,50,11,education,stocks,40.6,19.26,1,2,2,12
45,22473.112849689795,2008666.164681425,7,56,9,education,mutual,39.4,16.74,1,2,2,1
25,29524.98185761588,1063019.0838872285,2,9,23,wealth,crypto,63.5,28.95,2,0,0,5
58,11311.801553059522,6685268.071998357,17,76,2,retirement,fd,27.7,11.17,0,3,3,2
66,9618.192416545402,5372432.314013302,12,80,2,emergency,fd,30.9,11.49,0,3,3,2
60,41604.83983098687,1649921.124098867,16,93,4,retirement,real_estate,37.0,15.5,3,1,1,7
59,42431.084806743005,5154635.5545353545,13,88,4,wealth,etf,37.2,15.52,3,1,1,-1
36,21391.985476684025,2278873.0483171414,8,52,7,wealth,mutual,31.1,15.51,1,2,2,0
65,11372.636913913402,5201200.415202284,16,78,1,emergency,fd,29.0,11.1,0,3,3,2
25,40619.16336783904,1170035.9171764613,2,18,17,wealth,crypto,52.8,26.68,2,0,0,5
42,23854.686409977872,1491486.3003543592,7,46,10,education,etf,41.2,17.12,1,2,2,3
46,41093.46937034973,3529072.097253649,8,102,8,retirement,etf,37.0,16.3,3,1,1,10
70,6769.736368188981,6623445.857767359,14,77,1,retirement,fd,30.7,11.27,0,3,3,2
36,26655.04069676791,2634271.669240304,3,54,12,education,etf,41.9,17.59,1,2,2,3
41,23710.02577415548,2645112.093078816,7,42,12,education,mutual,45.0,17.9,1,2,2,1
40,21539.55240733407,2177943.288239329,7,55,11,education,etf,40.8,17.28,1,2,2,3
70,11001.33144276242,5652152.561401468,14,78,1,retirement,fd,31.4,11.34,0,3,3,2
40,26337.84333137591,2924817.6225438123,6,55,10,education,stocks,39.8,18.98,1,2,2,12
66,4157.299033010785,5241678.725289605,17,82,1,retirement,fd,27.6,10.96,0,3,3,2
28,31993.025741251247,604403.2272346397,1,12,14,wealth,stocks,47.2,20.52,2,0,0,11
58,8056.771922978697,5297216.490410679,16,78,1,retirement,fd,24.8,10.68,0,3,3,2
68,12171.572649878692,6446476.935054384,14,73,1,retirement,fd,31.1,11.31,0,3,3,2
25,41350.771872904574,1275868.1640588476,0,11,28,wealth,stocks,75.7,26.17,2,0,0,-1
59,10286.776934684502,6540992.404624971,16,75,1,retirement,fd,26.1,10.81,0,3,3,2
61,6892.482467967871,6339465.645029639,15,75,1,retirement,fd,26.4,10.84,0,3,3,2
61,9126.56052791881,5794088.315518172,19,84,1,retirement,fd,25.9,10.79,0,3,3,2
44,41041.16857342872,4614635.497369029,15,101,7,retirement,mutual,34.1,15.81,3,1,1,8
52,24158.28488020434,1858751.9279990213,7,48,10,wealth,mutual,46.0,17.6,1,2,2,0
28,38156.889996241895,889454.5259269896,1,10,15,wealth,crypto,50.6,26.06,2,0,0,5
40,22068.7835615758,1691243.8499256182,7,58,8,education,etf,34.6,16.06,1,2,2,3
42,26811.75112445012,1219639.8132842476,8,48,7,wealth,etf,35.6,15.96,1,2,2,9
62,14462.600292385265,6227952.097585351,14,75,2,retirement,fd,30.4,11.44,0,3,3,2
65,7097.648619896882,6022611.354499991,14,75,2,retirement,fd,30.4,11.44,0,3,3,2
59,12780.415098034628,5537287.686970206,13,78,1,retirement,fd,26.3,10.83,0,3,3,2
75,9067.926996263515,5756398.539402536,13,88,1,retirement,fd,32.5,11.45,0,3,3,2
35,23509.371617975416,2409909.5202660044,7,50,7,education,etf,31.2,15.52,1,2,2,3
42,41629.01581528273,4040060.120145213,12,93,7,retirement,mutual,34.0,15.8,3,1,1,8
34,22842.03493957548,2213881.579854479,6,47,9,education,mutual,34.9,16.29,1,2,2,1
18,33187.36842525626,953125.6681967062,1,11,23,wealth,crypto,60.5,28.65,2,0,0,5
42,44693.61850636409,4025014.701196136,14,103,7,retirement,real_estate,33.6,15.76,3,1,1,7
67,8568.480021778496,5581539.64810186,16,89,2,retirement,fd,30.3,11.43,0,3,3,2
35,23284.792531752,1653916.3784591013,8,52,12,education,etf,41.0,17.5,1,2,2,3
62,12426.195399958367,6460900.750988626,11,91,1,emergency,fd,26.4,10.84,0,3,3,2
53,40145.77822056249,4271791.407784282,11,97,6,retirement,mutual,36.8,15.88,3,1,1,8
51,45859.3088629422,1743764.0944948583,12,89,7,retirement,etf,39.8,16.38,3,1,1,10
49,42625.00488695035,3584430.0792209343,13,104,8,retirement,real_estate,38.6,16.46,3,1,1,7
75,8461.715300425403,5547692.812503117,13,75,2,retirement,fd,35.7,11.97,0,3,3,2
73,11094.23823035042,5487985.70455681,17,75,1,retirement,fd,33.2,11.52,0,3,3,2
50,39086.53732964197,4089123.250421698,12,99,8,retirement,real_estate,38.9,16.49,3,1,1,7
66,9141.511159402677,5355846.191268231,12,86,1,retirement,fd,28.2,11.02,0,3,3,2
35,20779.568366185384,1734735.049676284,9,49,9,education,mutual,34.8,16.28,1,2,2,1
19,33335.380811548195,929366.6626379472,1,15,17,wealth,stocks,48.7,21.27,2,0,0,11
41,26985.209836290844,2015566.331206932,8,48,9,wealth,mutual,39.1,16.71,1,2,2,0
54,35642.261111056534,2577706.710146581,13,99,6,retirement,real_estate,36.2,15.82,3,1,1,7
59,47464.254092202726,4323728.117027421,10,100,5,retirement,real_estate,39.0,15.9,3,1,1,7
47,34043.58915747563,2315945.978524472,15,94,5,retirement,real_estate,30.9,15.09,3,1,1,7
53,40509.59127388982,3789178.993067456,12,99,6,retirement,real_estate,36.7,15.87,3,1,1,7
65,9192.703073516006,5750134.911924184,14,80,1,emergency,fd,28.3,11.03,0,3,3,2
29,28867.99368558628,1068709.8881794414,3,6,17,wealth,crypto,53.7,26.77,2,0,0,5
41,39060.61812693749,3555033.814176189,13,96,3,retirement,real_estate,24.7,14.07,3,1,1,7
50,35391.307621480715,3344861.2212623865,14,105,5,wealth,real_estate,31.6,15.16,3,1,1,13
60,9381.581845900271,5828725.399571118,14,74,2,retirement,ppf,28.5,11.75,0,3,3,4
40,20646.688040599784,2303776.869529033,9,54,12,wealth,mutual,42.7,17.67,1,2,2,0
52,36718.88759310195,3132934.243799499,18,100,6,retirement,etf,35.3,15.73,3,1,1,10
22,32111.363353913217,960958.2799359624,1,11,18,wealth,crypto,52.3,26.83,2,0,0,5
59,7152.0856950997095,6286872.210502206,13,86,1,emergency,gold,24.3,11.63,0,3,3,2
28,34203.80286956618,1129173.845387957,2,12,20,wealth,crypto,59.6,27.96,2,0,0,5
44,37467.29151291297,4152783.72047546,12,106,6,retirement,mutual,30.9,15.29,3,1,1,8
37,23268.98668081839,2020365.4782141887,10,54,10,education,etf,37.8,16.78,1,2,2,3
22,32209.93371745552,1073631.2867736367,2,6,21,wealth,crypto,58.8,28.08,2,0,0,5
